order_id,category,price,discount_pct,payment_method,device,past_orders,past_return_rate,days_to_deliver,is_gift_wrapped,size_variants_in_order,review_score_of_product,returned
ORD105423,Apparel,641.45,15.6,UPI,Mobile,5,0.064,3,0,1,4.7,1
ORD105424,Books,3932.1,13.1,COD,Mobile,6,0.216,2,0,2,5.0,0
ORD105425,Home,385.78,50.2,COD,Mobile,5,0.21,4,0,1,4.4,0
ORD105426,Toys,558.57,17.5,UPI,Mobile,3,0.036,4,0,3,3.2,0
ORD105427,Beauty,506.22,53.6,UPI,Mobile,6,0.382,2,1,2,3.0,1
ORD105428,Books,99.0,30.3,COD,Mobile,11,0.0,5,0,2,4.6,0
ORD105429,Home,854.33,41.2,COD,Mobile,3,0.056,5,1,3,5.0,1
ORD105430,Footwear,99.0,25.3,UPI,Mobile,0,0.0,4,0,2,4.2,0
ORD105431,Footwear,974.3,54.8,COD,Tablet,5,0.075,1,1,1,4.0,0
ORD105432,Home,264.42,16.9,COD,Desktop,2,0.367,3,0,1,4.1,0
ORD105433,Footwear,253.55,21.9,Card,Desktop,5,0.038,5,1,2,4.3,0
ORD105434,Home,475.99,49.5,Card,Mobile,5,0.134,5,1,2,3.5,0
ORD105435,Apparel,149.42,18.5,Wallet,Mobile,7,0.02,2,1,3,3.8,0
ORD105436,Beauty,445.49,25.4,COD,Desktop,7,0.216,6,0,1,3.1,1
ORD105437,Apparel,183.77,24.6,COD,Mobile,4,0.0,2,0,3,3.7,0
ORD105438,Books,154.41,31.9,COD,Mobile,2,0.04,4,0,3,3.9,0
ORD105439,Apparel,404.81,12.5,UPI,Mobile,3,0.214,4,0,1,3.9,0
ORD105440,Apparel,1482.03,41.7,COD,Mobile,2,0.192,4,0,1,3.9,0
ORD105441,Beauty,943.9,21.7,COD,Mobile,5,0.04,2,0,3,4.3,0
ORD105442,Beauty,302.05,42.4,UPI,Mobile,7,0.113,7,0,2,4.9,0
ORD105443,Home,425.24,6.8,UPI,Desktop,4,0.202,6,0,1,4.8,0
ORD105444,Toys,302.27,21.7,UPI,Mobile,2,0.125,4,0,1,2.9,0
ORD105445,Apparel,168.21,16.9,UPI,Mobile,4,0.051,5,1,3,5.0,0
ORD105446,Beauty,192.01,26.7,Card,Mobile,5,0.02,5,0,1,4.5,0
ORD105447,Footwear,625.29,26.4,UPI,Desktop,5,0.149,3,0,3,3.0,0
ORD105448,Electronics,255.37,23.0,COD,Mobile,6,0.074,6,0,2,3.7,0
ORD105449,Footwear,466.58,37.1,UPI,Desktop,1,0.104,7,0,1,3.9,0
ORD105450,Apparel,196.64,37.3,COD,Mobile,7,0.182,4,0,1,3.8,0
ORD105451,Electronics,1004.85,26.5,COD,Mobile,6,0.105,5,0,3,4.0,0
ORD105452,Home,875.77,23.5,UPI,Mobile,4,0.038,4,0,1,5.0,0
ORD105453,Apparel,2000.14,6.0,COD,Mobile,3,0.039,2,0,1,5.0,0
ORD105454,Books,1678.15,51.4,COD,Mobile,6,0.074,5,0,3,5.0,0
ORD105455,Electronics,214.98,19.7,Card,Mobile,5,0.146,1,0,1,4.3,0
ORD105456,Apparel,227.25,21.1,Card,Mobile,3,0.002,3,0,3,5.0,0
ORD105457,Home,676.03,27.5,COD,Mobile,5,0.06,6,0,2,4.0,0
ORD105458,Apparel,221.92,30.7,UPI,Mobile,2,0.104,5,0,1,4.8,0
ORD105459,Apparel,608.94,34.6,Wallet,Mobile,4,0.292,8,0,3,2.1,1
ORD105460,Home,360.83,4.9,COD,Desktop,4,0.0,6,0,2,3.5,0
ORD105461,Apparel,1124.36,54.7,Card,Desktop,4,0.171,2,0,1,4.3,0
ORD105462,Apparel,1153.71,5.1,COD,Mobile,2,0.099,6,0,1,4.0,0
ORD105463,Home,374.0,22.4,NetBanking,Tablet,7,0.296,6,0,1,4.8,0
ORD105464,Apparel,99.0,20.9,COD,Mobile,3,0.051,3,0,1,4.4,0
ORD105465,Beauty,1223.33,37.8,COD,Desktop,6,0.382,9,0,2,3.6,0
ORD105466,Beauty,284.3,77.3,Wallet,Tablet,2,0.263,5,0,1,3.9,0
ORD105467,Apparel,482.45,21.9,Card,Mobile,3,0.05,3,0,3,3.5,0
ORD105468,Electronics,435.7,36.1,COD,Mobile,9,0.178,2,0,3,4.4,0
ORD105469,Apparel,696.25,40.2,Card,Tablet,2,0.189,6,0,1,3.6,0
ORD105470,Home,281.42,27.9,NetBanking,Mobile,4,0.33,5,0,1,4.6,0
ORD105471,Apparel,180.04,22.0,UPI,Mobile,2,0.057,2,0,2,4.9,0
ORD105472,Books,564.76,15.6,COD,Desktop,4,0.308,5,0,3,3.6,0
ORD105473,Apparel,1036.75,35.1,COD,Mobile,3,0.0,5,0,2,4.8,1
ORD105474,Home,441.03,13.8,NetBanking,Mobile,5,0.299,4,0,2,5.0,0
ORD105475,Apparel,439.82,20.3,COD,Mobile,4,0.134,4,0,3,4.4,0
ORD105476,Apparel,169.38,43.6,COD,Tablet,3,0.115,3,0,1,3.0,0
ORD105477,Electronics,782.63,19.2,COD,Mobile,3,0.183,5,1,1,4.9,0
ORD105478,Electronics,835.25,22.4,COD,Desktop,3,0.135,6,0,1,4.1,0
ORD105479,Toys,447.41,31.1,UPI,Mobile,0,0.0,4,0,1,2.9,0
ORD105480,Apparel,205.01,12.2,UPI,Mobile,3,0.167,7,1,3,5.0,0
ORD105481,Apparel,530.41,52.5,COD,Mobile,8,0.163,2,0,1,3.3,0
ORD105482,Footwear,572.09,6.2,COD,Mobile,2,0.148,3,0,2,3.5,0
ORD105483,Footwear,474.91,12.7,COD,Mobile,6,0.045,7,0,1,4.1,0
ORD105484,Books,185.9,57.2,COD,Mobile,1,0.08,2,0,3,4.6,0
ORD105485,Books,619.12,13.1,COD,Mobile,5,0.267,4,0,3,2.8,0
ORD105486,Books,570.44,38.1,Card,Desktop,6,0.048,5,0,2,4.9,0
ORD105487,Apparel,718.3,23.1,COD,Mobile,2,0.029,6,1,2,4.2,1
ORD105488,Footwear,435.87,9.3,COD,Desktop,4,0.086,4,0,2,4.8,0
ORD105489,Home,1564.31,17.4,UPI,Desktop,4,0.095,4,0,1,3.7,1
ORD105490,Footwear,491.91,32.6,Card,Desktop,5,0.109,3,0,2,4.4,1
ORD105491,Home,1729.37,24.6,Card,Desktop,6,0.012,4,0,1,3.2,0
ORD105492,Apparel,602.19,32.7,Wallet,Mobile,5,0.193,4,0,2,4.6,1
ORD105493,Footwear,173.73,38.9,COD,Tablet,4,0.158,5,0,2,3.6,1
ORD105494,Books,1045.48,38.8,COD,Desktop,3,0.136,1,0,1,4.5,0
ORD105495,Apparel,355.04,22.9,COD,Mobile,2,0.035,8,0,2,4.6,1
ORD105496,Toys,330.4,36.3,COD,Desktop,3,0.193,5,0,1,4.2,0
ORD105497,Footwear,1254.24,30.8,Wallet,Desktop,8,0.056,3,0,1,4.0,0
ORD105498,Apparel,160.06,9.1,UPI,Desktop,6,0.336,5,0,2,2.5,1
ORD105499,Apparel,101.84,29.4,Card,Mobile,6,0.227,2,0,2,4.3,1
ORD105500,Apparel,404.56,25.8,Wallet,Mobile,3,0.208,5,0,3,3.6,1
ORD105501,Electronics,646.33,24.8,Card,Desktop,9,0.114,3,0,1,4.0,0
ORD105502,Apparel,1075.78,37.0,UPI,Tablet,4,0.071,1,0,2,4.4,0
ORD105503,Home,561.36,29.0,NetBanking,Mobile,6,0.055,2,0,1,4.3,0
ORD105504,Books,99.0,43.4,UPI,Mobile,4,0.014,1,0,2,4.6,0
ORD105505,Footwear,205.64,36.8,COD,Mobile,5,0.351,7,0,3,4.6,1
ORD105506,Apparel,158.59,36.1,UPI,Desktop,3,0.099,6,0,2,3.6,1
ORD105507,Footwear,99.0,13.4,NetBanking,Mobile,2,0.08,1,0,1,3.8,1
ORD105508,Beauty,422.78,11.3,Card,Tablet,4,0.218,2,0,1,5.0,0
ORD105509,Electronics,780.41,33.2,UPI,Mobile,5,0.491,3,0,3,5.0,0
ORD105510,Apparel,1180.97,28.7,NetBanking,Mobile,2,0.294,9,0,2,4.8,0
ORD105511,Electronics,770.29,23.0,UPI,Mobile,1,0.276,7,0,1,3.9,1
ORD105512,Electronics,298.19,20.6,Card,Mobile,3,0.172,7,1,2,4.2,0
ORD105513,Footwear,1305.22,16.6,COD,Mobile,3,0.175,7,0,1,4.6,0
ORD105514,Apparel,407.75,25.5,COD,Desktop,2,0.077,4,0,1,4.4,0
ORD105515,Toys,520.3,13.8,COD,Mobile,3,0.111,6,0,2,5.0,0
ORD105516,Apparel,271.5,50.1,NetBanking,Mobile,7,0.177,1,0,3,3.9,1
ORD105517,Apparel,395.23,26.8,Wallet,Mobile,4,0.15,1,0,2,3.8,0
ORD105518,Apparel,337.29,17.4,COD,Mobile,6,0.128,3,0,1,4.2,0
ORD105519,Electronics,142.12,37.4,COD,Mobile,3,0.064,1,0,1,5.0,0
ORD105520,Footwear,874.22,36.6,COD,Mobile,3,0.075,8,0,1,4.8,1
ORD105521,Apparel,573.01,9.8,Card,Desktop,6,0.029,2,0,2,3.6,1
ORD105522,Footwear,1007.67,65.6,UPI,Mobile,4,0.068,4,0,2,3.7,1
ORD105523,Home,261.5,31.2,UPI,Mobile,3,0.016,3,0,2,3.8,0
ORD105524,Apparel,929.76,28.9,COD,Mobile,4,0.145,4,0,1,4.3,0
ORD105525,Books,120.07,47.6,COD,Mobile,2,0.085,3,0,3,3.6,0
ORD105526,Footwear,802.15,26.7,NetBanking,Mobile,1,0.169,4,0,3,4.1,1
ORD105527,Apparel,905.26,11.7,UPI,Mobile,3,0.12,7,0,2,3.9,0
ORD105528,Toys,193.51,21.2,COD,Mobile,5,0.135,5,0,1,5.0,0
ORD105529,Beauty,1346.24,9.2,COD,Desktop,2,0.043,2,1,3,4.9,0
ORD105530,Footwear,2003.47,4.7,COD,Mobile,4,0.172,2,0,2,4.2,1
ORD105531,Beauty,293.73,19.7,COD,Mobile,2,0.093,5,0,3,3.6,0
ORD105532,Electronics,1816.12,1.8,COD,Tablet,6,0.04,3,0,3,4.4,0
ORD105533,Footwear,106.53,23.8,Card,Mobile,4,0.287,6,0,3,3.0,1
ORD105534,Beauty,435.88,10.2,COD,Mobile,2,0.113,7,0,2,3.7,0
ORD105535,Beauty,99.0,6.7,UPI,Desktop,2,0.129,6,0,3,3.8,1
ORD105536,Apparel,1137.61,7.6,UPI,Mobile,4,0.048,4,0,3,3.4,0
ORD105537,Home,124.3,20.9,COD,Mobile,5,0.295,3,0,2,4.3,1
ORD105538,Footwear,99.0,36.7,UPI,Desktop,5,0.027,7,0,1,4.6,0
ORD105539,Apparel,623.97,13.4,NetBanking,Mobile,4,0.119,3,0,2,4.5,1
ORD105540,Toys,1252.19,13.6,COD,Mobile,2,0.173,5,0,2,4.4,0
ORD105541,Electronics,342.39,15.5,Card,Mobile,1,0.148,3,0,1,4.4,0
ORD105542,Electronics,557.06,48.7,COD,Mobile,2,0.138,4,0,2,4.4,0
ORD105543,Electronics,2405.98,26.0,COD,Desktop,5,0.157,3,0,1,3.7,0
ORD105544,Electronics,209.43,38.8,COD,Desktop,5,0.012,4,0,3,4.7,0
ORD105545,Apparel,203.71,11.6,Card,Desktop,1,0.056,6,0,1,3.7,0
ORD105546,Toys,1309.05,42.8,UPI,Mobile,5,0.132,4,0,2,3.2,0
ORD105547,Home,602.99,11.5,Card,Tablet,5,0.174,3,1,2,4.8,0
ORD105548,Home,1776.42,39.1,COD,Desktop,5,0.0,3,0,1,4.7,0
ORD105549,Electronics,153.52,13.4,UPI,Mobile,0,0.0,4,0,2,4.0,0
ORD105550,Apparel,99.0,35.8,COD,Desktop,1,0.091,6,0,1,4.0,0
ORD105551,Apparel,135.55,13.7,COD,Desktop,4,0.04,1,0,1,4.3,0
ORD105552,Footwear,930.8,44.0,UPI,Mobile,1,0.025,3,0,3,3.8,1
ORD105553,Apparel,1451.72,32.6,COD,Mobile,11,0.152,8,0,3,3.9,1
ORD105554,Home,1291.58,8.0,UPI,Mobile,3,0.063,7,0,2,4.7,0
ORD105555,Books,812.29,15.3,UPI,Mobile,2,0.121,6,0,2,4.4,0
ORD105556,Footwear,1521.63,31.1,Card,Mobile,5,0.173,5,0,2,4.7,1
ORD105557,Footwear,285.24,19.4,Card,Mobile,3,0.068,4,1,2,3.3,0
ORD105558,Home,99.0,26.7,COD,Mobile,2,0.061,4,0,3,4.1,1
ORD105559,Apparel,114.99,22.0,COD,Desktop,4,0.103,3,1,2,4.4,0
ORD105560,Books,133.23,21.2,UPI,Desktop,3,0.0,6,0,1,4.2,0
ORD105561,Footwear,99.0,17.9,COD,Mobile,6,0.139,5,0,3,3.5,0
ORD105562,Apparel,144.83,1.0,COD,Mobile,0,0.0,3,0,2,4.0,0
ORD105563,Apparel,214.23,14.2,COD,Mobile,3,0.067,5,0,1,3.8,0
ORD105564,Books,850.73,47.0,UPI,Mobile,3,0.029,3,0,3,3.9,0
ORD105565,Apparel,642.18,24.3,UPI,Desktop,2,0.011,5,0,1,5.0,0
ORD105566,Home,1915.3,2.2,COD,Mobile,4,0.064,1,0,3,2.8,0
ORD105567,Apparel,161.47,32.5,COD,Desktop,4,0.085,3,0,1,3.9,0
ORD105568,Apparel,689.4,64.1,COD,Mobile,4,0.047,2,0,3,4.1,0
ORD105569,Books,1610.76,23.8,COD,Desktop,9,0.167,2,1,3,4.3,0
ORD105570,Apparel,311.13,56.3,Card,Mobile,7,0.035,3,0,1,4.1,1
ORD105571,Apparel,330.07,16.2,COD,Mobile,5,0.095,5,0,1,3.9,0
ORD105572,Electronics,1708.83,51.9,COD,Mobile,4,0.003,6,0,2,3.2,0
ORD105573,Books,357.7,28.7,NetBanking,Mobile,3,0.143,4,0,3,4.6,0
ORD105574,Footwear,1789.88,24.6,UPI,Mobile,4,0.04,5,0,3,3.8,1
ORD105575,Apparel,129.89,29.0,COD,Mobile,6,0.089,3,0,1,3.3,1
ORD105576,Toys,2115.9,41.9,Card,Mobile,8,0.024,6,0,1,3.5,0
ORD105577,Home,1527.94,17.5,Card,Mobile,6,0.136,2,0,2,4.1,0
ORD105578,Books,208.36,27.0,NetBanking,Mobile,6,0.096,3,0,1,3.6,0
ORD105579,Beauty,373.38,46.1,NetBanking,Mobile,3,0.039,6,0,3,3.8,0
ORD105580,Home,161.26,51.7,Card,Mobile,4,0.169,9,0,1,4.0,0
ORD105581,Footwear,316.01,13.7,COD,Mobile,4,0.174,4,0,3,3.5,1
ORD105582,Footwear,120.61,38.9,UPI,Mobile,2,0.106,1,0,1,4.8,0
ORD105583,Home,99.27,45.3,COD,Mobile,2,0.0,5,0,2,4.1,0
ORD105584,Home,159.41,51.4,UPI,Mobile,7,0.05,3,0,3,3.2,0
ORD105585,Toys,1252.82,28.6,NetBanking,Mobile,2,0.039,6,0,3,4.5,0
ORD105586,Electronics,99.0,33.0,COD,Mobile,6,0.23,3,0,1,5.0,0
ORD105587,Apparel,1695.09,39.8,NetBanking,Mobile,6,0.082,2,0,1,3.7,0
ORD105588,Electronics,1122.25,13.9,UPI,Mobile,4,0.337,7,0,1,3.8,0
ORD105589,Home,1612.7,37.0,COD,Mobile,2,0.011,6,0,2,3.1,0
ORD105590,Footwear,671.99,39.8,NetBanking,Mobile,4,0.175,4,0,1,4.9,0
ORD105591,Beauty,2173.8,17.0,UPI,Mobile,2,0.248,5,0,2,5.0,0
ORD105592,Electronics,135.52,50.5,UPI,Mobile,8,0.12,7,0,3,4.8,0
ORD105593,Apparel,1688.35,38.3,UPI,Mobile,3,0.064,3,0,1,3.9,0
ORD105594,Electronics,7610.61,17.9,COD,Desktop,7,0.086,4,0,2,4.5,0
ORD105595,Home,388.71,36.6,COD,Desktop,7,0.413,1,0,3,5.0,0
ORD105596,Books,468.8,16.4,Card,Mobile,4,0.167,1,0,3,5.0,0
ORD105597,Footwear,215.02,43.0,NetBanking,Desktop,4,0.0,6,0,3,4.4,0
ORD105598,Electronics,523.09,22.8,Card,Desktop,4,0.366,5,0,2,4.1,0
ORD105599,Electronics,582.62,40.9,Card,Tablet,4,0.085,1,0,1,4.5,0
ORD105600,Electronics,99.0,19.5,Card,Mobile,5,0.017,1,0,3,4.2,0
ORD105601,Apparel,854.77,28.2,COD,Desktop,6,0.088,8,0,1,4.5,0
ORD105602,Books,1337.61,27.8,Card,Mobile,5,0.086,3,0,3,3.6,0
ORD105603,Books,222.95,50.6,Card,Mobile,7,0.081,3,1,1,4.5,0
ORD105604,Electronics,336.31,12.6,COD,Mobile,5,0.042,4,0,1,4.0,0
ORD105605,Electronics,1057.2,5.5,UPI,Mobile,5,0.062,2,0,1,4.0,0
ORD105606,Apparel,213.52,26.7,Card,Mobile,3,0.138,6,0,1,3.6,0
ORD105607,Electronics,961.93,1.4,Wallet,Mobile,5,0.142,5,0,3,4.4,0
ORD105608,Footwear,637.44,11.6,Wallet,Desktop,3,0.192,1,0,3,4.2,0
ORD105609,Home,4029.51,28.7,UPI,Mobile,2,0.083,8,1,3,3.5,0
ORD105610,Apparel,439.06,19.8,Card,Mobile,3,0.035,5,1,3,4.9,1
ORD105611,Home,304.77,36.6,UPI,Mobile,2,0.1,2,0,2,4.3,0
ORD105612,Apparel,615.49,14.1,NetBanking,Mobile,4,0.033,2,0,1,4.2,0
ORD105613,Home,546.81,8.1,UPI,Mobile,2,0.287,1,0,2,4.3,1
ORD105614,Home,2140.41,14.3,NetBanking,Desktop,2,0.063,3,0,2,4.5,0
ORD105615,Apparel,2041.65,22.6,Wallet,Mobile,4,0.173,1,0,3,3.3,1
ORD105616,Footwear,255.54,48.4,COD,Tablet,3,0.079,6,0,2,4.4,0
ORD105617,Beauty,414.47,10.5,Wallet,Mobile,4,0.0,2,1,2,3.1,0
ORD105618,Home,263.71,42.0,Card,Mobile,2,0.147,3,0,3,4.0,0
ORD105619,Apparel,224.85,1.0,COD,Mobile,5,0.012,4,0,3,4.2,0
ORD105620,Footwear,99.0,16.4,COD,Desktop,5,0.118,2,0,1,4.0,0
ORD105621,Footwear,2252.85,27.1,Card,Desktop,7,0.011,3,0,2,4.4,0
ORD105622,Home,269.54,11.1,COD,Desktop,5,0.027,3,0,3,4.1,0
ORD105623,Home,329.81,40.4,COD,Mobile,2,0.09,3,0,3,4.1,0
ORD105624,Apparel,5961.87,49.8,UPI,Mobile,1,0.126,7,0,2,3.0,1
ORD105625,Home,276.95,15.6,COD,Mobile,2,0.049,5,0,1,4.6,0
ORD105626,Home,417.9,8.9,UPI,Tablet,6,0.209,2,0,2,3.6,0
ORD105627,Beauty,626.68,20.3,Card,Mobile,3,0.0,3,0,2,3.9,0
ORD105628,Apparel,667.99,5.2,COD,Mobile,3,0.275,5,0,2,4.0,1
ORD105629,Footwear,282.36,25.9,UPI,Mobile,5,0.02,1,1,1,4.0,0
ORD105630,Footwear,1354.19,55.8,COD,Mobile,5,0.128,1,0,2,4.5,0
ORD105631,Apparel,569.37,25.2,NetBanking,Tablet,2,0.2,7,0,3,4.3,0
ORD105632,Footwear,545.17,11.4,UPI,Desktop,5,0.096,6,0,1,4.3,0
ORD105633,Apparel,268.71,20.8,Card,Mobile,6,0.019,6,0,3,4.3,0
ORD105634,Apparel,438.11,32.7,Card,Desktop,6,0.091,5,0,2,4.6,0
ORD105635,Home,1184.69,25.2,NetBanking,Tablet,3,0.103,2,0,1,3.9,0
ORD105636,Apparel,1188.21,60.3,UPI,Desktop,6,0.02,5,0,1,4.5,0
ORD105637,Home,334.89,2.8,UPI,Mobile,5,0.228,5,0,2,4.3,1
ORD105638,Apparel,245.52,26.5,COD,Desktop,2,0.138,3,0,2,3.7,1
ORD105639,Electronics,1086.45,34.2,UPI,Desktop,4,0.084,1,0,3,5.0,0
ORD105640,Footwear,646.25,43.9,UPI,Desktop,2,0.058,4,1,1,5.0,0
ORD105641,Beauty,1084.81,36.7,UPI,Desktop,2,0.214,3,0,3,3.5,0
ORD105642,Beauty,206.02,19.2,COD,Mobile,5,0.055,4,0,3,3.8,1
ORD105643,Footwear,483.32,8.1,UPI,Mobile,6,0.06,6,0,1,4.7,0
ORD105644,Home,1087.24,19.2,UPI,Mobile,4,0.161,4,0,1,4.0,0
ORD105645,Apparel,259.59,7.7,UPI,Mobile,3,0.119,7,0,1,4.5,0
ORD105646,Electronics,2693.35,28.9,Card,Desktop,6,0.062,5,0,2,4.7,0
ORD105647,Apparel,2137.1,11.4,UPI,Tablet,3,0.126,2,0,3,2.9,0
ORD105648,Footwear,410.16,71.4,UPI,Mobile,1,0.049,5,0,2,3.4,1
ORD105649,Apparel,412.8,12.3,UPI,Mobile,3,0.114,3,0,1,4.7,0
ORD105650,Books,657.9,35.6,Card,Desktop,3,0.003,1,0,2,4.1,0
ORD105651,Footwear,574.2,18.6,Card,Mobile,4,0.067,7,0,1,4.6,0
ORD105652,Electronics,1470.19,12.8,COD,Mobile,3,0.006,2,0,1,4.7,0
ORD105653,Footwear,223.02,58.7,COD,Desktop,3,0.095,3,1,3,3.4,1
ORD105654,Apparel,225.16,5.3,Card,Mobile,4,0.124,3,1,2,4.0,1
ORD105655,Apparel,628.85,29.7,Card,Desktop,5,0.15,1,0,1,4.0,0
ORD105656,Books,769.27,23.5,COD,Mobile,7,0.039,4,0,2,3.7,0
ORD105657,Beauty,477.09,34.9,UPI,Desktop,5,0.117,4,0,2,4.0,0
ORD105658,Apparel,1103.19,19.5,COD,Mobile,4,0.055,1,0,3,4.1,0
ORD105659,Home,1686.85,17.2,Card,Mobile,5,0.009,3,0,1,5.0,0
ORD105660,Footwear,965.29,21.7,COD,Mobile,5,0.15,7,0,2,3.4,0
ORD105661,Apparel,688.21,21.7,Card,Mobile,5,0.063,4,0,2,4.1,0
ORD105662,Electronics,405.49,34.8,Card,Mobile,0,0.0,4,0,3,4.0,0
ORD105663,Apparel,527.17,15.7,Card,Desktop,3,0.245,7,0,3,4.9,0
ORD105664,Apparel,144.08,13.6,Wallet,Mobile,2,0.076,4,0,2,4.3,0
ORD105665,Home,168.91,49.4,UPI,Desktop,2,0.002,1,0,1,3.3,0
ORD105666,Apparel,1529.73,27.3,Card,Desktop,1,0.101,7,0,1,4.3,0
ORD105667,Books,2388.1,50.8,Card,Mobile,4,0.134,4,0,3,4.6,0
ORD105668,Home,144.09,23.7,Card,Mobile,1,0.101,3,0,1,4.4,0
ORD105669,Beauty,805.82,31.8,UPI,Mobile,4,0.115,9,0,3,3.6,0
ORD105670,Home,124.95,59.9,COD,Desktop,3,0.003,5,0,3,4.2,0
ORD105671,Books,2171.5,48.0,Wallet,Mobile,3,0.076,5,0,2,3.6,0
ORD105672,Footwear,485.41,17.3,COD,Mobile,5,0.271,3,0,2,5.0,1
ORD105673,Electronics,4756.89,9.7,Wallet,Desktop,2,0.147,9,0,2,4.0,0
ORD105674,Electronics,277.84,54.0,COD,Mobile,3,0.053,6,0,1,4.8,0
ORD105675,Books,311.45,45.2,UPI,Mobile,1,0.051,4,0,1,4.2,0
ORD105676,Apparel,706.01,17.4,Wallet,Mobile,3,0.18,4,0,3,4.4,0
ORD105677,Electronics,1111.35,13.5,Card,Mobile,3,0.0,3,0,2,3.8,0
ORD105678,Beauty,1022.61,36.7,UPI,Desktop,6,0.059,5,0,2,4.4,0
ORD105679,Footwear,1183.93,17.9,COD,Desktop,2,0.083,4,0,2,4.3,0
ORD105680,Books,402.05,35.2,COD,Mobile,5,0.038,3,0,1,5.0,0
ORD105681,Footwear,1196.27,5.2,COD,Desktop,7,0.103,1,0,3,3.3,1
ORD105682,Apparel,3645.3,19.2,UPI,Mobile,3,0.17,1,0,1,3.7,1
ORD105683,Electronics,1013.43,8.7,UPI,Mobile,2,0.077,3,0,3,4.0,0
ORD105684,Footwear,235.99,46.9,COD,Mobile,5,0.187,5,0,2,3.8,1
ORD105685,Apparel,723.62,20.9,UPI,Mobile,4,0.026,7,0,1,4.4,1
ORD105686,Apparel,99.0,14.5,NetBanking,Desktop,2,0.075,5,0,2,3.8,0
ORD105687,Apparel,927.16,33.1,Card,Mobile,2,0.204,2,0,2,3.8,0
ORD105688,Beauty,109.87,22.7,UPI,Mobile,3,0.125,2,1,3,4.1,0
ORD105689,Books,940.54,17.1,Wallet,Mobile,3,0.218,3,0,1,4.2,0
ORD105690,Electronics,475.18,14.9,UPI,Desktop,6,0.109,6,0,3,3.7,0
ORD105691,Apparel,1217.21,19.6,COD,Mobile,5,0.062,6,0,2,3.9,0
ORD105692,Electronics,514.74,32.9,UPI,Desktop,2,0.282,4,0,2,3.5,0
ORD105693,Books,1758.07,23.3,NetBanking,Mobile,4,0.036,4,0,2,4.8,0
ORD105694,Home,824.89,18.1,COD,Mobile,3,0.016,2,0,2,4.2,0
ORD105695,Apparel,1328.05,3.4,COD,Desktop,4,0.082,3,0,1,4.3,0
ORD105696,Apparel,348.74,21.9,Wallet,Mobile,3,0.067,4,0,2,4.8,0
ORD105697,Books,332.6,33.4,Card,Mobile,5,0.023,2,0,1,4.3,0
ORD105698,Books,140.55,12.7,Card,Mobile,3,0.032,6,0,3,4.7,0
ORD105699,Apparel,177.01,25.0,Card,Mobile,5,0.108,6,0,3,3.8,1
ORD105700,Beauty,537.67,2.6,Card,Mobile,5,0.107,4,0,1,5.0,0
ORD105701,Apparel,522.68,21.1,COD,Desktop,5,0.037,2,0,2,3.9,0
ORD105702,Apparel,707.57,16.7,Card,Mobile,4,0.125,2,0,3,4.8,0
ORD105703,Beauty,265.04,60.9,COD,Desktop,2,0.308,7,0,2,3.6,0
ORD105704,Electronics,574.32,25.9,COD,Mobile,4,0.115,8,1,2,3.8,0
ORD105705,Footwear,1655.63,4.1,Wallet,Desktop,7,0.046,1,0,3,4.8,0
ORD105706,Books,728.1,30.3,COD,Desktop,3,0.036,1,0,2,4.4,0
ORD105707,Beauty,510.85,15.9,COD,Tablet,4,0.074,4,0,2,3.9,0
ORD105708,Apparel,637.46,63.9,COD,Desktop,5,0.0,4,0,3,4.0,1
ORD105709,Home,1509.58,15.8,Card,Desktop,5,0.004,2,0,1,3.8,0
ORD105710,Beauty,576.32,22.1,Wallet,Tablet,5,0.022,8,0,1,3.9,0
ORD105711,Electronics,308.77,54.2,COD,Desktop,5,0.03,4,0,3,3.6,0
ORD105712,Toys,311.55,9.6,UPI,Desktop,8,0.0,5,0,3,4.0,0
ORD105713,Home,301.96,22.2,Card,Mobile,10,0.17,4,0,1,4.9,0
ORD105714,Apparel,295.22,42.5,UPI,Desktop,4,0.136,5,0,1,5.0,0
ORD105715,Apparel,1002.97,24.1,COD,Mobile,7,0.065,5,0,2,3.4,0
ORD105716,Beauty,2276.77,16.7,COD,Tablet,7,0.129,3,0,2,4.6,0
ORD105717,Toys,341.13,29.7,UPI,Desktop,5,0.075,5,0,2,4.3,0
ORD105718,Apparel,218.78,9.8,COD,Mobile,2,0.104,5,0,3,4.5,1
ORD105719,Apparel,157.07,12.2,Card,Mobile,3,0.067,2,0,3,4.0,0
ORD105720,Beauty,2330.38,11.2,COD,Mobile,2,0.091,3,0,2,4.3,0
ORD105721,Apparel,1175.94,39.6,Card,Mobile,3,0.041,1,0,3,5.0,1
ORD105722,Apparel,266.96,18.1,Card,Desktop,4,0.009,5,0,2,3.5,0
ORD105723,Books,559.06,17.5,UPI,Mobile,1,0.035,1,0,3,4.1,0
ORD105724,Beauty,1741.82,38.9,Card,Mobile,3,0.032,2,0,1,4.2,0
ORD105725,Books,465.3,19.3,COD,Mobile,2,0.058,3,0,3,3.2,0
ORD105726,Home,1071.03,12.6,COD,Desktop,0,0.0,8,0,2,3.6,1
ORD105727,Footwear,428.16,28.1,UPI,Mobile,4,0.0,4,0,2,4.2,0
ORD105728,Books,377.7,36.4,Card,Mobile,9,0.072,4,0,3,4.3,0
ORD105729,Apparel,99.0,25.4,Card,Mobile,3,0.05,6,0,1,4.9,0
